Ticker,Max Profit,Average Price,Sharpe Ratio
CAG,2.6599998,30.4206667582194,2.2198847028463113
COP,7.5300064,128.79400024414062,-1.0862350435663861
ED,10.080002,91.67199986775717,5.070522263072672
STZ,5.369995,262.00366668701173,-2.2673835168218197
CEG,19.660004,188.20166575113933,2.3154616234373164
COO,4.580002,94.01699956258138,-3.3919978555480403
CPRT,3.0499992,55.53966687520345,-1.108395565803774
GLW,2.8100014,32.22799987792969,1.3972345070727785
CPAY,13.130005,303.1203338623047,0.07991441768700597
CTVA,4.200001,55.83533299763997,0.757557607691658
CSGP,8.470001,91.03466669718425,-0.5101574388708656
COST,66.42999,724.2660013834635,3.011770579523419
CTRA,1.4400005,27.879333305358887,0.9448096460561723
CCI,4.3399963,97.82133356730144,-2.134355259840677
CSX,0.9399986,34.989333089192705,-3.2647049969840154
CMI,11.039978,292.60833231608075,-0.9065842106690688
CVS,1.1500015,69.08899993896485,-5.42044211053909
DHR,17.600006,245.00066630045572,0.08558978613042725
DRI,4.3200073,156.14066569010416,-5.309692011895696
DVA,16.130005,134.04933293660483,0.6376209796461894
DAY,3.380001,61.36133321126302,-2.331473623809753
DECK,62.0,852.4323343912761,-1.984171219228197
DE,18.070007,401.4723317464193,0.7537085627011618
DAL,7.049999,48.35133349100749,3.968953902330807
DVN,5.7199974,51.9423334757487,1.9794503137084316
DXCM,7.299988,134.3163319905599,-1.4791728897380685
FANG,14.0099945,202.60433349609374,2.298930171207351
DLR,11.25,140.8730005900065,1.2864244550649135
DFS,9.670006,125.43900019327799,-0.5092697047251404
DG,8.889999,147.48600056966146,-2.716846713228913
DLTR,8.380005,125.45533345540365,-1.6617776525468415
D,5.4399986,49.6,4.4388215221052825
DPZ,57.99002,497.91933288574216,2.1111015146979475
DOV,13.220001,175.16000010172527,1.836181330618267
DOW,2.920002,57.82366676330567,1.216168999172577
DHI,9.209991,150.82833506266277,-1.2472540805788999
DTE,10.139999,109.47199986775716,2.3400836973731187
DUK,9.389999,97.10066680908203,4.351900918924671
DD,6.790001,75.4759999593099,1.545803587725233
EMN,6.189995,98.16266632080078,1.0364949542334374
ETN,24.410004,316.9499989827474,1.711700685814176
EBAY,3.2999992,51.19733352661133,-0.8745767210194932
ECL,14.7599945,224.3213312784831,1.1514050056948977
EIX,7.080002,70.22466608683268,3.7664190838532403
EW,2.6699982,89.36666590372721,-3.89652498617537
EA,4.9300003,129.08466542561848,-0.46559567733267476
ELV,42.190002,518.9673309326172,1.6339104296518074
LLY,56.22998,757.0030029296875,0.1929054379275408
EMR,2.7200012,110.83199946085612,-3.2537778794140904
ENPH,12.630005,113.62533365885416,0.9732524094775055
ETR,9.970001,105.55466664632162,3.672971186007054
EOG,12.169998,132.92366587320964,1.6507538416485374
EPAM,14.559998,254.87533162434895,-2.6149357903735972
EQT,6.0999985,37.96233342488607,4.4876890142221315
EFX,20.540009,239.83533274332683,-2.0942904905637847
EQIX,27.340027,756.0139953613282,-4.284519601522295
EQR,7.040001,63.052666727701826,3.2574068710766038
ESS,25.02002,242.5973327636719,3.191343059970027
EL,14.839996,142.91833216349283,-0.8734263045831252
ETSY,4.7599945,66.39700012207031,-0.5122451157741529
EG,21.859985,374.0070007324219,-1.1268949693566013
EVRG,4.8899994,52.31333300272624,2.6372052389644742
ES,5.329998,59.464333089192706,3.063934430234705
EXC,2.1599998,37.28033332824707,1.8142016136497052
EXPE,8.360001,131.15300013224285,-3.1269688931315063
EXPD,4.8499985,116.12366663614908,-2.1676165181406617
EXR,11.929993,140.41500091552734,0.6454738953229203
XOM,8.409996,118.80599975585938,1.0784392448291638
FFIV,9.090012,182.3356674194336,-2.6855305845231725
FDS,19.189972,431.345664469401,-0.7761878350062369
FICO,131.78003,1194.7570027669271,-0.7148925613981428
FAST,1.4599991,71.13699951171876,-5.482146644906496
FRT,8.480003,101.0443339029948,1.7356799937857
FDX,8.679993,270.23399759928384,-5.4175630423128895
FIS,7.1100006,71.40266672770183,0.9671631828688128
FITB,3.9399986,36.15666643778483,1.7355303361556604
FSLR,41.509995,177.22033284505207,5.200633476728717
FE,2.5199966,38.23666661580403,2.2746555483630746
FI,9.4900055,153.23800048828124,-1.370513331279282
FMC,11.32,59.86599985758463,1.3786693800647083
F,1.21,12.766666603088378,-0.38027845541855704
FTNT,4.050003,65.57833340962728,-2.703750219316584
FTV,1.7700043,80.74666646321614,-3.8958726636341106
FOXA,2.4700012,31.22899996439616,2.7685991819951403
FOX,2.3600006,28.71333344777425,3.3415944966523816
BEN,1.0799999,25.507999992370607,-4.233780260878869
FCX,7.6800003,49.400000381469724,3.997905962300243
GRMN,30.440002,148.28333333333333,3.194111300748294
IT,24.540009,454.5896687825521,-2.239550740683706
GE,32.309998,154.67528279622397,4.160301115558399
GEHC,5.1900024,85.53366648356119,-1.4013732504043763
